"budget","popularity","vote_average","vote_count","revenue","runtime","year"
4e+07,36.960953,7.1,1615,86915017,110,2006
2.3e+07,3.350297,6.3,59,51751835,119,2008
4.5e+07,32.624355,6.1,961,2.12e+08,111,2000
110,9.950505,6.6,203,51751835,114,2006
1.3e+08,44.490453,6.6,1157,211643158,144,2005
2.5e+07,15.505137,5.8,286,7.8e+07,88,1991
2.3e+07,14.345428,6.1,163,51751835,113,2008
2.1e+07,10.207065,5.1,184,4.2e+07,96,1993
2e+07,3.476925,6.1,12,13391174,123,2006
2.3e+07,2.356244,6.3,8,51751835,120,2005
1e+07,3.064563,3.9,29,51751835,93,2007
2.3e+07,11.708343,5.6,175,51751835,101,2013
2.6e+07,5.894163,4.9,89,38793283,94,2002
1e+07,11.350382,6.1,122,25605015,100,1998
2.3e+07,7.157635,4.3,69,51751835,93,2004
8e+06,5.069095,6.5,42,12671300,116,2006
4e+06,2.866934,5.2,9,51751835,106,1999
1e+07,11.847324,7.1,193,51751835,130,2008
9.5e+07,101.187052,6.7,2374,543514353,105,2015
2e+07,17.227376,6.1,139,12398628,96,2002
4e+07,2.911819,5,28,10959475,93,2002
2e+07,35.542809,5.9,861,34560577,96,2009
8200000,37.960289,7.4,941,286214286,174,1965
2.3e+07,3.347885,5.4,11,51751835,94,1999
3e+06,5.003615,6.3,94,7282851,97,1988
2.3e+07,1.446172,6.4,22,51751835,82,2002
2e+06,1.95686,4.8,26,2506446,96,2002
3.5e+07,13.25753,5.7,202,73034460,100,2009
2.8e+07,4.436792,6,69,8888143,119,1999
3.5e+07,24.616634,6.2,530,1.39e+08,132,1979
2.3e+07,2.500218,5.6,31,51751835,141,2008
6e+06,26.286954,7.4,558,48027970,121,2006
2e+07,3.138118,6.3,32,51751835,125,2004
2.3e+07,6.672008,6.3,113,51751835,82,1984
1.3e+07,2.388918,7.1,29,51751835,117,2007
5e+06,59.454473,7.9,2886,55198285,117,2013
6e+06,3.561198,6.1,44,6852450,101,1999
1.6e+07,13.832464,6.2,250,5867686,117,2013
2.3e+07,53.682367,7.9,4097,47351251,126,2013
5e+07,8.139676,3.9,112,12764201,97,2009
2.5e+07,20.561682,6.9,483,74188937,121,2013
13500000,30.058263,7.7,704,19255873,124,2013
9e+06,28.540614,6.6,671,6108720,106,2013
7e+07,43.873266,5.8,1523,154984035,118,2014
4e+06,45.66662,7.3,1895,119723856,102,2003
1e+07,12.902975,6.2,161,29450919,101,1983
2.2e+07,14.866351,6,122,2.4e+07,106,2013
9.2e+07,27.166757,6.8,579,143049560,126,2001
7.3e+07,45.720894,5.9,1022,349779543,97,2016
2.3e+07,1.82184,4,26,51751835,97,2008
4.5e+07,17.270539,5.9,299,94935764,89,2002
2.8e+07,24.917665,6.4,564,92380927,99,2008
7e+06,4.50829,5.2,46,51751835,88,2013
6.5e+07,44.815022,7,1451,217764291,120,2004
225000,1.014966,7,38,51751835,98,1990
2.3e+07,8.045488,6.8,37,51751835,104,2003
1.2e+07,22.434102,7.3,675,96800000,113,1982
1e+07,18.366362,7.4,1050,12827813,89,1999
2.3e+07,9.100352,7,177,2455831,93,2005
2.3e+07,4.757625,6.1,67,1919197,96,2005
8500000,24.750909,6.8,538,32222567,97,1987
7e+06,14.072941,7.1,426,51751835,111,2001
2.5e+07,7.538513,6.9,110,15431177,120,2005
2.3e+07,7.964289,4.8,51,51751835,89,2000
3e+05,4.270596,6.4,64,51751835,81,2003
2.6e+07,24.114459,6.3,404,61489265,115,1990
2.3e+07,1.800119,5.9,25,51751835,85,2008
2.3e+07,8.148187,3.9,44,51751835,88,2008
5300000,13.034602,7,266,3897799,122,2002
2.3e+07,5.778724,5.9,48,51751835,128,1999
9e+06,2.365328,6,17,2955039,97,2007
2.3e+07,2.881239,3.8,18,51751835,93,2007
2.3e+07,4.103764,3.8,46,51751835,95,1987
5.5e+07,79.922059,7.1,2954,192330738,132,2014
1.5e+07,34.759855,6.5,1197,64238440,100,2007
450000,4.442355,6.2,38,973525,84,2006
2.3e+07,2.184708,3.3,17,51751835,89,2006
2e+07,9.149089,5.8,52,16605763,84,2004
1e+06,3.990215,5.9,48,10013424,97,2001
2.3e+07,11.158906,5.5,203,51751835,100,2005
3e+07,9.829859,6.3,143,45554533,77,2000
2.3e+07,3.102862,6.5,54,51751835,129,1981
2.3e+07,3.107371,6.4,52,90508336,103,2009
2e+07,6.102663,6.4,24,11341016,98,2004
5e+06,1.458884,6.1,7,140666,86,2006
1.8e+07,15.314027,6.4,434,8.7e+07,105,1984
2.3e+07,1.737032,2.9,28,51751835,80,2013
850000,5.424916,6.7,56,819939,107,2003
1.1e+08,48.93337,6.4,2089,383531464,128,2007
9e+07,51.881077,6.9,2066,366101666,128,1995
2.3e+07,1.294967,5.6,10,222000,160,2013
7e+07,57.69847,6.6,1896,240031094,124,1990
1e+08,58.991388,5.9,2295,103039258,119,2014
2.3e+07,20.967146,7.3,390,17385830,85,2013
2500000,25.722747,6.8,1048,6854611,95,2013
4.5e+07,32.217425,6.9,677,306776732,113,2002
2.3e+07,1.906151,4.2,26,51751835,91,2015
5e+06,4.149628,6.3,55,5476060,94,2001
1.3e+07,10.475368,4.6,243,1784763,91,2015
5e+06,35.871248,6.3,1050,44030246,104,2013
3.3e+07,40.715623,6.4,2065,102984862,100,2002
2.3e+07,7.921311,6.9,72,51751835,118,1993
4.5e+07,29.880122,6.1,1267,129394835,94,2004
1.8e+07,35.524457,7.7,938,2.3e+07,129,1980
3.3e+07,10.651202,6.7,232,9494789,105,2013
4e+06,22.987897,6.5,338,2365467,118,2014
1.5e+07,26.708193,6.5,541,31554855,121,2014
4e+07,41.570047,7.3,1221,120175290,139,2006
2.3e+07,0.231297,5.6,4,51751835,97,2004
6e+06,5.411243,6.9,29,3283371,99,1993
2.3e+07,2.77754,6.3,22,51751835,86,1997
1.3e+07,34.532418,6.6,1257,68572378,94,2013
3e+06,54.403033,6,2428,89328627,86,2013
8.5e+07,44.967453,6.7,1225,194168700,136,2006
3.5e+07,43.057323,6.7,1414,131282949,108,2003
3180000,42.868495,8,1076,9644124,130,1946
4e+07,32.908414,6.4,972,92913171,96,2004
1.1e+07,33.282794,7.5,919,3e+07,118,1993
2686000,1.897263,6,30,6600000,109,1963
650,1.352222,4.8,87,51751835,90,2013
2.8e+07,14.754281,5.8,568,90449929,98,2000
2.3e+07,0.76368,6.6,4,51751835,83,2013
1.1e+07,5.062687,6.2,42,51751835,104,2006
1e+06,5.247956,7.4,85,51751835,89,2013
2.3e+07,4.892203,7.8,55,51751835,88,2013
1.2e+07,4.795244,6.9,41,51751835,100,2005
2.3e+07,3.481517,7,32,51751835,140,2001
8e+06,9.548391,6.9,67,27187653,163,1984
5.5e+07,29.97224,6.6,1698,330444045,108,2000
2.3e+07,1.49436,7.6,20,51751835,114,2006
2.3e+07,0.833937,6,42,51751835,83,2013
3.5e+07,27.714043,7,675,182300000,128,1991
8e+07,61.692197,6.7,1497,473226958,89,2015
2.3e+07,4.192064,5.3,49,51751835,107,1985
2.2e+07,14.925633,6.2,239,51751835,106,2004
2.5e+07,3.888776,4.6,45,10719357,99,2002
12800000,22.022228,7.6,377,40031879,140,2000
2.3e+07,8.747922,6.3,55,51751835,113,2008
2.3e+07,1.776624,4.9,10,51751835,90,2008
1.7e+07,4.544216,4.6,74,51751835,89,2002
2e+07,6.92592,7,114,6e+07,127,1997
1.8e+07,34.694216,7,1098,99206215,98,2013
2.3e+07,3.673566,4.7,21,51751835,94,1991
8.5e+07,60.929352,7.2,3783,450717150,116,2001
2.3e+07,1.916351,4.6,8,51751835,85,2000
2.3e+07,3.09159,6.3,14,51751835,73,1999
28,9.670031,5.9,173,14,93,2001
5e+06,2.732031,6,55,1980338,116,1998
2.3e+07,1.190729,6.3,16,51751835,88,1998
6e+06,5.537646,7.1,34,25059640,106,1999
1.6e+07,7.854989,7.4,55,29381649,130,2001
9e+06,3.951041,6.8,38,34573780,120,1999
6e+06,5.696491,5.5,52,4398989,95,1999
2.3e+07,0.605645,8,1,51751835,117,1998
2.3e+07,3.784535,6.4,71,51751835,116,2005
8500000,8.775844,6.4,100,19125401,119,2000
2e+07,47.51363,7.5,3601,5.3e+07,105,1990
2.4e+07,42.669304,5.9,966,99965753,89,2007
2.3e+07,2.659804,5.7,59,51751835,85,2007
40600000,34.022209,7.1,738,90400000,116,1983
1.5e+07,8.074807,5,37,9902115,94,2000
3e+07,2.850896,5,66,21800302,104,2004
4.5e+07,26.721386,6.4,1424,1.81e+08,86,1997
2.3e+07,5.315213,6.6,101,51751835,125,1978
8e+06,13.661289,6.7,226,21028755,120,1982
3500000,10.729884,5.9,129,1.4e+07,92,1987
2e+07,20.99174,6.4,428,117224271,94,2010
2.8e+07,20.267062,5.7,364,8555008,128,2013
1.1e+08,76.840712,6.4,2124,362744280,125,2004
2.3e+07,9.166658,4.9,95,51751835,87,2001
3.9e+07,45.388937,7.4,1264,38869464,119,2005
9250000,7.000949,6.8,28,29174648,125,1979
4700000,9.617777,5.9,139,8025872,101,1986
30,4.590277,6,100,103,78,2000
1.26e+08,37.68056,6.5,1770,162949164,136,2005
2.3e+07,1.326264,5.7,16,51751835,115,2002
8500000,9.029489,6,152,8936663,98,2008
2.3e+07,9.085482,6.4,34,51751835,91,2004
4.8e+07,19.348007,5.6,512,90383208,93,2000
3.5e+07,4.189378,5.9,41,69701637,114,1982
3e+07,49.526736,6.8,1783,350448145,116,1994
2.3e+07,1.578903,6.3,23,51751835,98,1995
6500000,28.223163,7.2,1149,98410061,112,2004
1.3e+07,4.742537,5.7,67,27500000,94,1999
2.2e+07,23.218144,5.6,354,110627965,114,1995
2.3e+07,6.904734,5.8,21,51751835,85,2004
2.3e+07,1.998557,6,11,51751835,88,2003
7e+06,5.33861,5.1,47,12400000,76,2012
2.3e+07,6.377523,6,97,14056528,118,1982
2.2e+07,29.230298,6.5,720,15400000,116,2013
2.3e+07,4.348416,7.3,63,51751835,84,1996
4e+07,25.219805,7,509,152266007,149,1996
1e+07,7.944457,8,201,51751835,92,2013
2.1e+07,17.746981,7.5,356,41170784,123,2007
2.3e+07,4.293706,5.6,23,51751835,89,1981
1e+07,25.929893,6.7,454,40485039,90,1989
2.3e+07,11.349664,5.9,308,51751835,98,1991
4e+07,43.345252,7.4,3829,3.32e+08,108,1989
2.3e+07,1.88484,5.4,22,51751835,77,1999
2.3e+07,3.654018,6.7,32,51751835,123,1969
1e+08,31.586215,6.4,572,100086793,101,2009
4.1e+07,25.391899,6.5,515,91636986,105,2009
78146652,13.630049,5.7,201,6e+07,125,2009
7.5e+07,31.054334,5.9,893,142400065,129,2005
4e+06,5.013575,6.8,66,530048,103,2008
6.5e+07,24.857079,6.1,409,44091067,94,2009
4500000,2.503612,4.8,67,51751835,86,2013
2e+06,14.617944,7.1,218,5048693,104,2005
9500000,19.978021,6.4,737,17164377,107,2009
2.7e+07,17.193659,6.3,333,21148829,106,2004
6e+06,12.541983,7.4,145,51751835,124,1980
6500000,6.847099,6.8,116,54215416,108,1987
5100000,5.934016,7.2,102,51751835,103,1980
2.3e+07,13.857194,7.6,234,51751835,94,1978
1.2e+08,38.126095,4.4,2278,167977596,100,2015
4e+07,8.980846,5.7,124,16872671,103,2002
7e+06,2.206097,6.7,14,4720371,113,2001
2.3e+07,0.920591,7.5,4,51751835,102,2002
4700000,0.217538,5.6,6,51751835,92,2013
8e+06,17.537154,6.9,358,127392239,80,2005
3e+07,46.212155,7.2,957,199200000,134,1990
2e+07,15.341196,6.1,290,109862682,72,2002
4.8e+07,30.920075,7.1,695,50315140,120,2001
1.1e+07,39.337949,7.2,1213,62076141,111,2015
1.2e+07,3.604863,6.8,50,20138836,122,2006
1.5e+07,3.826685,7.2,67,67182787,125,1980
4e+07,21.743321,7.2,467,124731534,152,2004
6e+06,5.882208,6,77,57231524,110,2006
3e+07,3.314094,4.8,54,1.4e+07,110,2004
2.4e+07,22.258428,6.9,477,1.33e+08,119,1986
2.3e+07,4.448353,4.9,18,51751835,90,2012
4e+07,13.445697,5.4,205,62771059,99,2007
3e+06,24.393296,6.2,361,18999718,95,1970
2.5e+07,28.468,6.1,853,153997819,99,2014
2.3e+07,2.24888,6.4,53,51751835,104,2002
2.3e+07,5.159407,7.3,85,37823676,123,1979
7e+07,23.661071,5.6,556,104945765,91,2009
4e+07,49.664128,6.8,2807,251171807,138,2013
2500000,18.30961,6.3,264,12348905,98,1971
2.5e+07,7.008216,3.5,118,2405420,95,2005
3e+07,45.083509,6.2,966,90810892,99,2009
1700000,18.828683,6.1,236,9700000,88,1972
2.4e+07,2.259537,5.7,34,13700000,84,2000
2.3e+07,8.387573,6.3,108,51751835,93,2008
3.5e+07,27.934978,5.9,730,57120318,108,1990
4800000,38.83192,5.7,887,80578934,94,2005
10200000,20.745052,5.6,453,35619521,93,2007
36500000,2.785832,5.3,23,21834845,115,2008
2.3e+07,16.754452,6.6,322,51751835,107,2005
2.3e+07,5.025938,6.1,61,51751835,103,2000
2.3e+07,1.782666,3,6,51751835,94,2008
2.3e+07,10.529143,5.6,225,24007324,86,2009
2.8e+07,61.309619,6.2,1131,53181600,113,2014
6e+07,21.685719,6.7,484,87784194,127,2009
2e+07,52.571674,6.1,1350,136267476,102,2009
5e+06,45.490374,7.1,1777,82719885,113,2002
7.5e+07,45.154631,6.5,1270,224012234,115,1997
2.3e+07,1.714972,5.3,34,33082548,90,2002
2.3e+07,1.278092,7,3,51751835,111,1998
2.6e+07,10.925618,5.2,144,28818995,100,2004
1700000,13.315383,5.5,215,8844595,93,1973
6e+07,30.656345,6.6,668,108255770,97,2014
2.3e+07,14.211699,6.4,194,51751835,124,1995
1500000,3.618646,6.5,43,712294,111,2005
1.5e+07,5.164281,5.6,72,46905889,111,1998
2e+07,45.742217,6.5,833,11110975,148,2014
1.2e+07,6.703319,4.7,158,61141030,93,2002
2e+07,15.66135,5.7,220,17280326,108,2009
4500000,0.011697,7.7,25,51751835,122,1997
5e+06,17.845161,5,349,6833445,100,2014
5.5e+07,7.768223,5.7,95,9450897,125,2006
2.3e+07,2.753501,4.7,28,51751835,107,1988
2.3e+07,2.952932,5.6,13,51751835,97,2013
2e+07,3.996392,5.8,63,51751835,101,1996
2.3e+07,3.71305,5.4,29,3102550,80,2005
2.3e+07,6.796079,6.9,96,51751835,108,2002
3e+07,19.578249,5.6,376,70200000,107,1989
1.5e+07,2.005111,6.1,33,55184721,113,2007
5.7e+07,9.061866,5.5,145,62112895,131,2001
1.03e+08,42.40024,6.3,978,500188435,102,2014
2e+07,6.459787,5.8,72,27187375,85,2013
6e+06,23.431117,7,389,43656822,152,1961
2.3e+07,17.378455,6,356,343341,90,2013
2700000,11.35972,7,59,37799643,118,1979
2.3e+07,3.905877,5.9,41,51751835,103,2006
5.5e+07,17.097041,6.3,461,127906624,104,2008
5e+06,9.358197,6.8,157,28200000,127,1954
250,0.166655,7.7,3,51751835,118,2013
6e+07,17.299333,6.6,234,31720158,109,2009
1.4e+07,3.393648,6.1,50,51751835,106,2008
5e+06,5.348446,6.4,91,7230000,118,1978
9.8e+07,41.862983,6,2206,433013274,130,2001
2.3e+07,1.048524,6.8,19,51751835,120,2003
1.45e+08,60.034162,5.2,1387,401128639,112,2008
4.5e+07,6.156015,6.4,119,38399961,112,2006
1.9e+07,0.738652,3,3,2570000,89,2011
2.7e+07,16.188572,6.7,413,96900000,113,1991
2.3e+07,3.199784,5.7,42,51751835,99,2003
5e+06,46.114184,7.6,1794,9760104,97,2009
2.3e+07,3.613577,5.3,36,51751835,107,2013
1.8e+07,6.333869,4.4,60,382174,98,2008
2.3e+07,0.048726,5,1,51751835,93,2013
2.5e+07,15.333575,5.4,285,1397284,98,2016
2.3e+07,10.826253,6.3,155,51751835,85,2013
8500000,11.436405,5.6,85,22456509,96,2013
17500000,7.180403,5.8,16,7018189,93,2013
2.3e+07,5.377155,7,35,51751835,100,2013
5.5e+07,14.414937,5.7,254,1.1e+08,91,2013
1e+07,5.099472,4,53,51751835,90,2009
1.3e+08,89.938296,6.7,2061,371940071,107,2011
1200000,63.655973,7.2,2184,103911669,103,2004
2.3e+07,0.472123,5.5,2,51751835,92,2015
2.3e+07,1.998826,4.8,14,51751835,88,2013
6e+07,25.293538,4.6,524,62357900,97,2009
1200000,3.085411,6.3,24,2861020,114,2013
2.3e+07,4.481897,6.1,35,51751835,117,2008
2.3e+07,0.722911,2.9,8,51751835,76,1998
3e+07,63.13678,7.3,3382,210819611,112,2009
2.4e+07,16.146572,7.2,341,41895491,137,1991
2.8e+07,8.314624,6.7,97,16900000,132,1996
2.5e+07,7.296459,6.2,111,1.3e+07,100,1999
1.1e+07,3.495758,4.1,54,23978402,86,2001
7e+07,8.792054,3.8,48,51751835,77,1999
2.3e+07,5.856363,5.6,62,51751835,76,2002
7.6e+07,8.981427,3.9,87,35134820,88,2000
2.3e+07,6.997495,6.4,25,51751835,104,2001
2.3e+07,8.902102,6.1,24,51751835,99,1966
6e+06,16.20985,6.8,397,119114517,122,2004
160000,3.284903,7.4,90,6706368,91,1989
2.3e+07,2.809378,6.3,46,51751835,101,1996
1e+06,14.139004,6.7,251,46243000,100,2006
3e+07,4.352422,5,68,15368897,96,2003
2300000,1.606314,6.9,18,1.1e+07,107,1951
2.8e+07,1.767479,5.5,46,8345056,86,1997
8200000,25.03414,6.4,505,80035402,107,1984
1.4e+07,3.334804,6.1,61,32645546,106,2005
2.3e+07,2.557258,7.2,11,51751835,73,2013
8e+07,18.69984,6.2,392,162944923,128,2005
7e+06,5.675535,6.5,69,51751835,95,2000
12400000,32.523573,7.3,720,8371085,142,2013
1e+07,8.305998,7,103,37402877,153,1968
5.5e+07,8.802525,5.1,188,33828318,118,2003
9e+06,2.009597,4.5,12,1046166,97,2005
2.3e+07,7.151154,5.9,58,51751835,98,1986
2.3e+07,1.580027,6.1,4,51751835,89,2003
9e+07,109.528572,7.3,3885,263920180,126,1997
1.02e+08,65.948959,7.1,2608,358372926,145,2002
2.3e+07,12.036888,5.3,171,51751835,84,2014
5e+05,0.425195,7.1,17,51751835,88,2012
1.4e+07,5.833687,5.5,68,5108820,90,2000
5e+05,1.428483,5.5,22,51751835,80,2005
2.3e+07,2.747402,5.3,36,51751835,84,2009
2.3e+07,2.25453,5.5,34,51751835,112,2000
1500000,8.589355,7.4,153,51751835,114,2000
2.3e+07,10.932711,6.9,116,1053788,119,1998
4e+06,11.387335,6.3,168,51751835,110,2002
3.5e+07,13.788422,6,449,155545279,102,2009
5e+07,40.371098,6.1,547,3324330,137,2015
5.7e+07,33.8473,7.2,1374,152944660,144,1997
2.3e+07,9.799357,7.1,95,32230907,74,2013
2.6e+07,10.006282,5.4,66,51751835,90,2006
1.27e+08,115.597753,6.1,1851,349424282,97,2014
1e+08,19.38841,5.3,381,68688831,102,2009
1.3e+07,38.018085,6.7,1062,97837138,81,2002
5.4e+07,18.600367,5.4,407,130431368,108,2006
1e+07,2.803642,6,50,51751835,82,2005
3.2e+07,5.347936,5.9,86,5914908,108,2006
1e+06,2.175696,6.2,20,10018,78,2006
2.3e+07,0.029757,6,2,51751835,90,2004
2.3e+07,6.632891,5.3,124,51751835,86,2009
7.5e+07,61.437586,6.6,2105,196482882,99,2004
4e+07,36.238968,6.7,1804,317375031,108,2009
2.3e+07,7.712206,5.5,44,51751835,91,2006
2.3e+07,5.0005,5.4,33,51751835,90,2013
2.3e+07,2.058834,6.4,36,51751835,89,2000
4.2e+07,34.828241,7,1335,24127895,122,2005
2.5e+07,3.707511,4.3,29,24362772,108,2000
1e+07,14.543435,6.8,823,30652890,130,1999
3.5e+07,16.343317,7,322,27409889,105,2009
4e+07,10.433667,6.7,155,31670620,135,2005
3.5e+07,6.908351,4.3,20,51751835,88,2002
1.2e+07,40.631671,7.3,1514,39673162,154,1997
1.5e+07,19.760383,6.2,440,32721635,110,2009
2.4e+07,15.237142,6.4,225,70181428,105,2014
1e+08,76.842247,5.6,1680,243400000,99,2014
2e+07,7.444189,6.1,109,51751835,105,2016
2.3e+07,18.428909,5.4,346,51751835,87,2014
3e+07,29.359201,5.9,690,51751835,118,2014
1e+07,0.072085,5.8,14,51751835,125,2013
6.6e+07,25.877794,6,602,212404396,112,1999
5e+06,3.05434,4.7,33,51751835,95,2004
1.6e+07,0.830596,4.6,10,12,97,2004
4.2e+07,16.122168,5.4,518,51751835,83,2009
1e+08,40.597856,6.2,954,150166126,106,2009
8.2e+07,24.444186,6.9,435,47434430,118,1999
7700000,3.353176,7.2,79,4.6e+07,159,2013
5e+07,27.631262,5.6,760,40828540,95,2009
1e+07,2.574014,6.4,22,51751835,106,2008
6.3e+07,24.697533,5.9,447,162945894,128,2006
11500000,4.75919,5.5,29,51751835,101,2009
230000,18.450613,6.9,733,2260712,92,2008
2.3e+07,0.039264,5.5,2,51751835,78,2002
2.5e+07,2.77255,5.2,47,17193231,98,1996
1.6e+07,14.529496,6.7,172,51751835,110,2013
2.3e+07,15.017162,7.4,217,51751835,94,2008
2.7e+07,36.921445,7.4,1323,56308881,110,2006
2.3e+07,2.507912,7.2,34,51751835,97,2002
16800000,4.358255,5.8,73,2281089,122,2006
2e+06,4.346271,4.4,27,51751835,88,2008
120000,2.213889,5.9,24,51751835,88,2007
1.5e+07,4.302941,5.3,42,51751835,109,1999
1e+06,3.629777,6.2,32,51751835,105,2013
4e+07,66.003433,7.2,2691,158733820,124,2005
2.3e+07,1.946634,6.4,23,51751835,104,2004
5e+07,52.380982,7,3319,188441614,112,2014
1e+06,3.851,6.2,33,7800000,100,1949
2.3e+07,1.735462,4.8,10,51751835,82,1995
7e+05,7.731064,6.7,31,1667192,97,2001
1.7e+07,11.927667,5.7,280,55534455,94,2003
3e+07,12.257654,7,38,51751835,140,2007
15500000,6.630856,5.5,16,1237615,93,2005
18500000,44.511363,7.2,1301,10680275,118,1998
4200000,11.743085,6.4,215,38376497,114,1984
1.4e+07,3.419685,5.6,37,51751835,97,2002
2.3e+07,32.808675,5.8,1468,51751835,116,2014
2.3e+07,25.349758,6.9,462,258384,90,2014
7e+07,25.020428,4.4,533,61279452,99,2014
1.25e+08,47.686442,5.6,2233,232713139,106,2010
2.3e+07,1.903405,5.5,24,51751835,88,2001
2.3e+07,4.488547,6.9,21,51751835,135,2005
2.3e+07,1.680525,6.5,30,51751835,90,2001
8e+06,28.456572,6.9,891,90815558,126,1984
2.3e+07,0.209475,6.6,8,51751835,106,2013
2.3e+07,1.255771,5.4,8,51751835,99,2006
4e+07,22.364549,6.5,642,60474340,123,2006
2.3e+07,2.645722,4.5,48,51751835,93,1994
3.5e+07,6.81729,5.7,31,51751835,115,1991
3e+06,4.337685,5.9,90,3076820,87,1999
6.5e+07,85.428395,6.3,1286,39407616,102,2014
3500000,7.821438,7.4,82,13007551,134,1967
6500000,5.483531,6.8,45,1548955,96,2004
1e+05,4.563698,6.6,64,10178331,111,2006
4e+07,16.059443,6.9,190,38172500,86,1998
5e+07,31.02233,7.2,666,36348784,116,2009
2.3e+07,6.718497,5,54,51751835,90,1996
92620000,32.351527,8,657,650422,153,1927
4.8e+07,25.170217,6.9,562,207515725,147,2000
2.3e+07,15.376391,5.9,194,51751835,109,2004
6.8e+07,27.299301,6.5,1078,203388341,136,2001
8.5e+07,16.595874,7.3,652,162242962,145,2005
2.3e+07,1.212956,6.6,7,51751835,99,1999
4e+07,41.362082,6.3,1233,144056873,119,2000
1.2e+07,4.623609,4.7,30,31179516,97,2004
2.3e+07,18.764453,5.2,302,51751835,98,2013
2.5e+07,8.870614,6.2,183,22200000,97,1994
25500000,12.756344,6,171,2415472,128,2013
2.3e+07,0.214704,6,1,51751835,88,1988
12806000,17.363739,7.2,219,38535221,125,2004
2.3e+07,2.634119,6.4,11,51751835,88,2000
2.3e+07,0.456485,3.3,8,51751835,96,2003
1e+06,14.017809,7.3,221,4235151,104,2013
1e+06,1.600797,5.9,18,51751835,85,2003
2.3e+07,8.022122,6.6,117,51751835,87,1981
4e+07,19.372805,6.4,278,65754228,119,2001
2.8e+07,41.638961,6,883,52597999,113,2014
2.3e+07,16.570708,6.4,348,51751835,100,2014
2.3e+07,10.416332,5.8,212,523511,93,2013
3.5e+07,15.50957,6.5,224,27330000,141,2013
5e+06,38.006982,6.7,777,54418872,103,2015
3e+06,2.680629,5.2,18,51751835,85,2013
5.5e+07,48.507081,6.9,1022,300218018,143,1978
1.7e+07,10.13559,6.7,189,14899417,98,2009
3e+07,14.726338,6.5,356,17137302,115,2013
1.5e+07,21.857387,6.8,350,35097815,92,2009
1.37e+08,34.981698,5.3,1533,245360480,138,2003
3.8e+07,14.779041,6.4,452,1.2e+08,118,1994
1.3e+07,6.92205,6.1,88,75511123,114,2007
2.3e+07,2.487255,6.8,32,51751835,91,2004
2.3e+07,25.881355,7.4,1660,51751835,101,2001
2.5e+07,31.792964,6.8,796,289317794,122,1998
9e+05,7.145832,6.4,55,51751835,76,2006
60000,0.412342,5.1,6,51751835,93,2012
4e+07,34.519636,6.2,1437,196781193,109,2014
1.8e+07,7.871686,6.7,83,7972967,93,2013
2.2e+07,6.404571,5.3,72,51751835,98,2001
5500000,3.21392,5.4,31,51751835,100,2013
4e+07,37.084384,7.4,1526,149295601,121,2013
1.7e+07,70.668923,6.4,1219,136621271,104,2014
1e+07,73.720244,7.8,3310,173921954,122,2001
1e+07,5.699058,6.6,67,44460850,83,2001
2.3e+07,5.359381,4.9,23,51751835,81,2000
2.3e+07,10.150993,6,97,51751835,115,2000
1.5e+07,21.928025,6.7,475,2856712,97,1999
3e+07,6.353971,6.7,161,18618284,108,2005
1.2e+07,47.992817,6.6,1151,42931041,88,2006
2.3e+07,1.569449,4.9,11,51751835,89,1999
6.5e+07,51.970905,7.3,2023,84785914,157,2007
2.5e+07,8.212018,4.3,17,51751835,112,2005
2.3e+07,6.162872,5.4,81,5761917,124,2007
14200000,7.05145,6.9,78,674918,139,2005
1.3e+07,73.307513,7.3,2060,96060858,113,2004
5e+06,30.271066,7.9,719,26010864,124,1980
2.3e+07,9.371534,5.4,77,51751835,89,2009
1.8e+07,36.471231,6.2,2713,268157400,96,2014
3500000,5.038953,6.2,68,51751835,103,2002
3.8e+07,11.500783,6.2,264,51801187,114,2002
8e+06,8.204829,6.9,196,51751835,111,2002
4e+07,45.769562,7.1,2900,244527583,118,1990
1500000,7.5591,5.9,107,173066,86,2007
2.3e+07,1.546169,7,2,51751835,95,2009
8e+06,2.60632,6.6,28,51751835,135,2003
6.5e+07,33.439187,6,466,133821816,119,2014
3.5e+07,20.27704,5.8,307,10496317,93,2006
1e+07,35.695442,5.8,865,183474602,92,2004
5.5e+07,12.340384,5.7,134,51751835,107,2009
2e+07,13.906944,5.2,283,39143839,102,2006
1.3e+08,60.810723,5.4,2589,289047763,92,2007
2.3e+07,2.083856,5.5,28,51751835,95,2005
2.3e+07,2.253589,6.7,45,51751835,87,2013
4.9e+07,116.700319,6.6,3062,104399548,120,2015
2.5e+07,17.312433,6.6,259,38307627,124,2014
8e+06,35.735689,7.3,1254,63464861,104,2013
1.8e+07,14.15192,5.1,197,51751835,102,2009
2.3e+07,1.65426,4.2,11,51751835,100,2007
2.3e+07,5.769822,6.4,14,51751835,104,1998
2.5e+07,20.679652,6.8,417,82466670,129,2005
1.6e+07,9.717392,6.7,95,18928871,100,2007
1e+07,10.733761,6,190,21786738,111,2007
3.3e+07,28.353517,6.5,774,20645327,108,2009
7e+07,26.676487,5.3,588,171844840,113,2009
4.6e+07,25.6713,7,661,1.5e+08,111,1996
2e+07,28.019226,6,634,51416464,98,2009
2.3e+07,7.924428,5.4,167,51751835,101,2009
1e+07,3.352702,5.4,58,51751835,90,2009
23600000,57.300674,7.2,3550,102391382,88,2009
4e+07,32.478077,5.4,831,186167139,82,2009
7500000,45.610993,7.2,2904,60722734,95,2009
